,tweets,id,date,source,likes,retweets
208,"JP Morgan says “downside risk” to the country’s ‘20 GDP growth “has intensified” due to potential economic impact of the 2019-nCov outbreak on the PH economy, considering tourist arrivals from China now account for 1/5 or 20% of overall tourist arrivals, a surge from 1.7% in ‘03.",1225569740787240960,2020-02-06 23:59:30,Twitter for iPhone,0,6
209,An example of the kind of detailed epidemiology needed to guide control measures in #ncov outbreaks https://t.co/OBP3BTnK8N,1225569719677222917,2020-02-06 23:59:25,Twitter for iPhone,0,114
210,"High level priorities for responding to nCoV pandemic include:  global efforts to develop vax+ therapies; rapid scale-up of Dx tests; health care preparedness to care for pts, protect HCWs; pub health preparations to try to slow community spread; open, effective public comm. 5/x",1225569719471702016,2020-02-06 23:59:25,Twitter Web App,0,31
211,"Important to make sure containment actions still being taken (e.g. travel bans, large scale quarantines) don't  lower public trust in gov or get in way of efforts to respond to epidemic/pandemic spread of nCoV.  We should respond now as if we are in start of pandemic. (4/x)",1225569704795873282,2020-02-06 23:59:22,Twitter Web App,0,43
212,Novel Coronavirus (2019-nCoV) SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #china #trump https://t.co/kCOe74ka8O,1225569636839804931,2020-02-06 23:59:06,Clickclickme,0,0
213,What you should know about Novel Coronavirus (2019-nCoV) https://t.co/APe2Zo6AqQ https://t.co/fbOu7wN9Ra,1225569605453783041,2020-02-06 23:58:58,Twitter for Android,0,18
214,"Important to make sure containment actions still being taken (e.g. travel bans, large scale quarantines) don't  lower public trust in gov or get in way of efforts to respond to epidemic/pandemic spread of nCoV.  We should respond now as if we are in start of pandemic. (4/x)",1225569543461974016,2020-02-06 23:58:43,Twitter Web App,0,43
215,"High level priorities for responding to nCoV pandemic include:  global efforts to develop vax+ therapies; rapid scale-up of Dx tests; health care preparedness to care for pts, protect HCWs; pub health preparations to try to slow community spread; open, effective public comm. 5/x",1225569536633638912,2020-02-06 23:58:42,Twitter Web App,98,31
216,"nCoV has afflicted thousands

(please keep safe.. strengthen your immune system, wash your hands frequently, wear a mask if necessary)

📷nadine igs (February 7, 2020)/cnn https://t.co/oxinvzFL7U",1225569512528936961,2020-02-06 23:58:36,Twitter Web App,0,13
217,"Very 'few' Hubei cases today. 2447 new confirmed cases, but 69 deaths. https://t.co/ygaJzhZHsE",1225569511199428608,2020-02-06 23:58:36,Twitter for Android,0,2
218,"SciTechDaily Coronavirus Deaths Jump to 426 as Global Infections Reach 20,630: WHO Novel Coronavirus (2019-nCoV) Situation Report 15 No new countries reported cases of 2019-nCoV in the 24 hours… https://t.co/th8mmBgPL1 #Health #2019nCoV #PublicHealth #WHO Via @SciTechDaily1 https://t.co/b3CSOGNi0m",1225569496062201856,2020-02-06 23:58:32,dlvr.it,0,5
219,"Important to make sure containment actions still being taken (e.g. travel bans, large scale quarantines) don't  lower public trust in gov or get in way of efforts to respond to epidemic/pandemic spread of nCoV.  We should respond now as if we are in start of pandemic. (4/x)",1225569490450223104,2020-02-06 23:58:31,Twitter for Android,0,43
220,"Shout out to @TheMenacheryLab for breaking down the 2019- nCoV outbreak, where we think it came from, and why emerging infectious disease preparedness is SO IMPORTANT.  @today_explained https://t.co/B1X967rONs",1225569478144135171,2020-02-06 23:58:28,Twitter Web App,0,6
221,"Muzzles might be more effective than masks, especially for those spreading fake news about #nCoV. Fake news causes panic and hinders the efforts of authorities to save lives. #washyourhands #notofakenews #doyourpart
https://t.co/3iqAEO8x9v",1225569477644951552,2020-02-06 23:58:28,Twitter for iPhone,0,6
222,"WHO sees no sign of nCoV peak in China, cases rise overseas https://t.co/ridnyyRCNm",1225569473991774210,2020-02-06 23:58:27,Twitter for iPhone,0,0
223,6 new cases of 2019-nCoV were confirmed tdy; 4 classified as local transmission. We have placed additional measures to protect vulnerable groups. The govt is closely monitoring the situation &amp; will update our measures as necessary. – LHL https://t.co/0uLIxnXCLg,1225569467004063744,2020-02-06 23:58:25,Twitter Web App,0,120
224,"#Coronavirus 
Containment BREACHED: The nCoV coronavirus is out of control; mainstream health experts warn world to prepare for global spread – https://t.co/1Zgw9uD4qT https://t.co/zslRBetp2S",1225569466366517255,2020-02-06 23:58:25,Twitter for iPad,2,1
225,…extent of nCoV in China w/daily rise in numbers; high connectedness of China to rest of world; high r(0) of virus; spread of cases before containment started; cases in other countries that seem only explainable by community transmission – all suggest nCoV not containable. (3/x),1225569457457811458,2020-02-06 23:58:23,Twitter for Android,0,95
226,Novel Coronavirus (2019-nCoV) SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #china #trump https://t.co/PIE1sQ1WGJ,1225569453078958082,2020-02-06 23:58:22,Clickclickme,0,0
227,"The doctor sent out a message about the virus to colleagues on December 30, but was later among 8 whistleblowers summoned by police for 'rumor-mongering.' #coronavirus #nCoV  https://t.co/4pxgpXrm4T",1225569437949972480,2020-02-06 23:58:18,Twitter for iPhone,0,10
228,Cb this nCov really scares me.,1225569434015879168,2020-02-06 23:58:17,Twitter for iPhone,0,0
229,"2019-nCoV Global Cases by JHU CSSE (each point is updated as new cases are identified)
» https://t.co/Y7QRpPWIXx
The Johns Hopkins Center for Systems Science &amp; Engineering has built and is regularly updating an online Global dashboard for tracking the #2019nCoV #WuhanCoronavirus. https://t.co/QMVRztUDd6",1225569414713692163,2020-02-06 23:58:13,Twitter Web Client,0,0
230,Continued efforts are being made toward containing and ending the nCoV outbreak before it leads to widespread community transmission in countries around the world.  However what we know about this virus /epidemic suggests this goal is likely not attainable:,1225569412553564160,2020-02-06 23:58:12,Twitter for Android,0,57
231,"US - CDC - Update on Pandemic Preparedness page https://t.co/yPZPrEbgmk h/t Shiloh, Treyfish",1225569406165618691,2020-02-06 23:58:11,Twitter Web App,12,6
232,"""nCoV doesn't thrive in warmer, humid places""
Philippines: *lumamig*",1225569359839494145,2020-02-06 23:58:00,Twitter Web App,0,129
233,Hong Kong’s medical professionals were labeled as “deserter” by ProBeijing camp(eg “Bald Lau Sir”of HK Police) for organizing a strike to demand border control on Mainland China to prevent the spread of 2019 nCov. See how far away HK Police stood compared to so called “deserters” https://t.co/XZk1WZhZ05,1225569349622288386,2020-02-06 23:57:57,Twitter for Android,0,1276
234,"I think Dr Li Wenliang's death from 2019-nCoV hits us medical virologists especially hard...well it hits me hard anyway, because I KNOW these people, having worked with them for 40 years.
I know who this guy was- just never met him. https://t.co/atmlaVVbcq",1225569345444761600,2020-02-06 23:57:56,Twitter for iPad,0,15
235,"Even if they could cure you with a fancy triple cocktail or repurposed cancer drug - do you think they would?  //Gilead: Focus on remdesivir’s 2019-nCoV efficacy, permission talks too early - Global Times https://t.co/K5iTkg3306",1225569342512750592,2020-02-06 23:57:55,Twitter Web Client,0,1
236,"As confirmed cases of the novel #coronavirus (2019-nCoV) continue to rise globally, #Indonesia is taking concrete measures against a potential virus #outbreak. Read our latest update on the country’s readiness here ➡️➡️➡️ https://t.co/LWVXcIdKC4 https://t.co/SAUpUGaBQt",1225569338763235329,2020-02-06 23:57:54,Twitter for iPhone,0,66
237,"Shout out to @TheMenacheryLab for breaking down the 2019- nCoV outbreak, where we think it came from, and why emerging infectious disease preparedness is SO IMPORTANT.  @today_explained https://t.co/B1X967rONs",1225569338096324608,2020-02-06 23:57:54,Twitter for iPhone,16,6
238,An example of the kind of detailed epidemiology needed to guide control measures in #ncov outbreaks https://t.co/OBP3BTnK8N,1225569326587162624,2020-02-06 23:57:52,Twitter for Android,0,114
239,"Are kids at higher risk for novel coronavirus? Pediatricians weigh in https://t.co/O8zj9wUOlK
☣Article broke 16 mins ago☣
#coronavirus #WuhanCoronavirus #2019_nCov #coronaviruschina #global #virus #outbreak #coronavirus #PublicSafety #factsnotfiction 

#OpSanaAnimam
#Anonymous",1225569315237306369,2020-02-06 23:57:49,Twitter for Android,0,1
240,"News of a vaccine for the 2019-novel coronavirus acute respiratory disease (2019-nCoV ARD) nearing development lifted investor sentiment on Thursday, propelling the bourse to end in the green for the third consecutive day.

https://t.co/T5TfPcoaCq",1225569309684092931,2020-02-06 23:57:48,Twitter Web App,3,2
241,"😷Somebody playing #PlagueInc for real☣️

#KungFlu #Coronavirustruth #coronavirus  

https://t.co/y8gaEZH5kS",1225569301874212864,2020-02-06 23:57:46,Twitter Web App,0,0
242,"@RallyPoint7 @IsChinar Wrong! The flu = influenza A and influenza B viruses, coronavirus = 2019-nCoV, so different viruses, both contagious !",1225569273982132225,2020-02-06 23:57:39,Twitter for iPhone,0,0
243,"Listening to @syahredzan on @BFMradio and wondering, this section 505 sounds like it applies to those 8 doctors sharing about nCov in China? Could it be applied in the same situation in Malaysia?",1225569263613829122,2020-02-06 23:57:37,Twidere for Android (Deprecated),0,0
244,An example of the kind of detailed epidemiology needed to guide control measures in #ncov outbreaks https://t.co/OBP3BTnK8N,1225569234828349441,2020-02-06 23:57:30,Twitter for iPhone,0,114
245,"JP Morgan says “downside risk” to the country’s ‘20 GDP growth “has intensified” due to potential economic impact of the 2019-nCov outbreak on the PH economy, considering tourist arrivals from China now account for 1/5 or 20% of overall tourist arrivals, a surge from 1.7% in ‘03.",1225569234543087616,2020-02-06 23:57:30,TweetDeck,0,6
246,"https://t.co/pwc85OOBO4
☣Article broke 15 mins ago.☣
#coronavirus #WuhanCoronavirus #2019_nCov #coronaviruschina #global #virus #outbreak #coronavirus #PublicSafety #factsnotfiction 

#OpSanaAnimam
#Anonymous",1225569225730736128,2020-02-06 23:57:28,Twitter for Android,0,6
247,"JP Morgan says “downside risk” to the country’s ‘20 GDP growth “has intensified” due to potential economic impact of the 2019-nCov outbreak on the PH economy, considering tourist arrivals from China now account for 1/5 or 20% of overall tourist arrivals, a surge from 1.7% in ‘03.",1225569100543471621,2020-02-06 23:56:58,Twitter for iPhone,6,6
248,@kevin_rainville @nycjim So far though it seems like it’s nothing more than a form of the flu or something. Anyone know how fast it acts?#nCoV #coronavirus,1225569093379645441,2020-02-06 23:56:56,Twitter for iPhone,2,0
249,"Amid all these developments, President Duterte and his Cabinet members do not seem to be singing the same tune.

https://t.co/QKaId1pqQC",1225569092708552704,2020-02-06 23:56:56,Twitter Web App,0,3
250,"The Department of Health and other concerned agencies are racing against time to trace the more than 300 people who took the same flights with the couple.

https://t.co/H2C7x2acws",1225569082788974598,2020-02-06 23:56:53,Twitter Web App,0,3
251,"With the burden to address the novel coronavirus or 2019-nCoV outbreak, the government is monitoring entry points of migratory birds to prevent bird flu. 

https://t.co/Q70lXRneWo",1225569071795769344,2020-02-06 23:56:51,Twitter Web App,0,4
252,"A bird flu outbreak occurred in the province of Hunan which lies on the southern border of Hubei—the epicenter of the nCoV. 

https://t.co/Q70lXR5E4Q",1225569062987730950,2020-02-06 23:56:49,Twitter Web App,0,3
253,"One Filipino tested positive for nCoV in Japan while the Philippines has three confirmed cases, all Chinese nationals.

https://t.co/QKaId1pqQC",1225569052204130306,2020-02-06 23:56:46,Twitter Web App,0,2
254,"https://t.co/pwc85OOBO4
☣Article broke 15 mins ago.☣
#coronavirus #WuhanCoronavirus #2019_nCov #coronaviruschina #global #virus #outbreak #coronavirus #PublicSafety #factsnotfiction 

#OpSanaAnimam
#Anonymous",1225569017106239490,2020-02-06 23:56:38,Twitter for Android,3,6
255,"Important to make sure containment actions still being taken (e.g. travel bans, large scale quarantines) don't  lower public trust in gov or get in way of efforts to respond to epidemic/pandemic spread of nCoV.  We should respond now as if we are in start of pandemic. (4/x)",1225568985648812032,2020-02-06 23:56:30,Twitter Web App,155,43
256,"CDC patient handout: What to do if you are sick with 2019 Novel Coronavirus (2019-nCoV) [ 1 page pdf - printable]
https://t.co/Jyb0rVPLpz",1225568971346370560,2020-02-06 23:56:27,Twitter Web App,0,2
257,"@CDCgov @TheLancet ~70 orgs globally, including medical journals @TheLancet @ElsevierConnect @JAMA_current @NEJM commit to sharing all relevant data on #2019nCoV #Coronavirus fully, freely, immediately: 
https://t.co/7o9XrPpYbQ

Global solidarity @WHO &amp; #China. #HCSM #MedTwitter
MT @richardhorton1",1225568945916260352,2020-02-06 23:56:21,Twitter for Android,0,9
258,"DepEd working on ticket refunds, alternatives after postponing activities over nCoV https://t.co/cZsWvPJclh https://t.co/ahnOsdl48u",1225568943051563008,2020-02-06 23:56:20,Twitter Web App,0,3
259,PMA homecoming postponed over nCoV concerns https://t.co/p93rtMnHNm https://t.co/aqSDb8Vubv,1225568925246803969,2020-02-06 23:56:16,Twitter Web App,0,2
260,"30 hours after birth, a newborn in Wuhan, the #nCoV epicenter, was diagnosed with the virus, leading medical experts to conjecture the #coronavirus may vertically be transmitted between mother and baby. https://t.co/He7vmjWQri",1225568920951758850,2020-02-06 23:56:15,Twitter for iPhone,0,915
261,An example of the kind of detailed epidemiology needed to guide control measures in #ncov outbreaks https://t.co/OBP3BTnK8N,1225568885602242561,2020-02-06 23:56:06,Twitter for Android,0,114
262,Filipina in Dubai died of coronavirus but unclear if nCoV or MERS-CoV https://t.co/ghSu9J10rV https://t.co/MjwVq7ipge,1225568872813748224,2020-02-06 23:56:03,Twitter Web App,0,11
263,"The number of patients under investigation for the 2019-nCoV ARD reached 178 as of Thursday, Health Secretary Francisco Duque III said. 

Read: https://t.co/55fyFG9wEB https://t.co/Cb3dJqCTUy",1225568868481032192,2020-02-06 23:56:02,Twitter for Android,0,65
264,"Wuhan Institute Of Virology And Chinese Army Submit Patent For Gilead Anti-Ebola Drug To Fight Coronavirus

#冠状病毒
#WuhanAcuteRespiratorySyndrome
#CoronaVirus
#WuhanFlu
#nCoV

https://t.co/jwA90t0u5v",1225568854480318464,2020-02-06 23:55:59,Twitter for iPhone,0,6
265,"Frontline healthcare workers risk LIFE and LIMB EVERYDAY and keyboard know-it-alls presume they aren't doing enough to protect everyone. This poor guy worked 10 days straight. Our frontline guys are exhausted. Pls. continue praying for their safety. #nCoV
https://t.co/KzLW5OqM4H",1225568840882573313,2020-02-06 23:55:56,Twitter for Android,0,405
266,"@RencapMan Well done Charlie, now that you’ve finished bathing in glory, have you seen a time series for nCov that splits out the province’s? Pls let me know!",1225568803888730112,2020-02-06 23:55:47,Twitter for iPhone,1,0
267,"Corona Virus - Myths &amp; Facts. How interesting!

#corona #virus #coronavirus #ncov #2019ncov #wuhanvirus #wuhan #wuhancoronavirus #myth #myths #facts #fact #who #worldhealthorganization https://t.co/sSIBTv2Fx5",1225568778500657153,2020-02-06 23:55:41,Twitter for Android,0,2
268,"As of 23:30 February 6th (GMT) there have been 30,814 confirmed cases of 2019-nCoV #coronavirus worldwide. That is up by 3212 in the last 24 hours. https://t.co/jsqfP7MNrg",1225568735718727681,2020-02-06 23:55:31,Twitter for Android,0,46
269,…extent of nCoV in China w/daily rise in numbers; high connectedness of China to rest of world; high r(0) of virus; spread of cases before containment started; cases in other countries that seem only explainable by community transmission – all suggest nCoV not containable. (3/x),1225568729901092864,2020-02-06 23:55:29,Twitter Web App,0,95
270,…extent of nCoV in China w/daily rise in numbers; high connectedness of China to rest of world; high r(0) of virus; spread of cases before containment started; cases in other countries that seem only explainable by community transmission – all suggest nCoV not containable. (3/x),1225568729007874050,2020-02-06 23:55:29,Twitter for iPhone,0,95
271,"RIP
#Coronavirus whistleblower doctor Li Wenliang dies of #nCoV 
A Chinese doctor Li wenliang had sent out a warning to fellow medics but police told him to stop ""making false comments"". -BBC https://t.co/39dlkad915",1225568723618205696,2020-02-06 23:55:28,Twitter for iPhone,0,9
272,Continued efforts are being made toward containing and ending the nCoV outbreak before it leads to widespread community transmission in countries around the world.  However what we know about this virus /epidemic suggests this goal is likely not attainable:,1225568722934521856,2020-02-06 23:55:28,Twitter for iPhone,0,57
273,"Coronavirus: first British national confirmed with disease 'travelled back from Singapore' – latest news https://t.co/EtiCqlmC0x
☣Article broke 10 mins ago☣
#coronavirus #WuhanCoronavirus #2019_nCov #outbreak #coronavirus #PublicSafety #factsnotfiction 
#OpSanaAnimam
#Anonymous",1225568695315030019,2020-02-06 23:55:21,Twitter for Android,3,5
274,We are ready to receive abstracts and proposals for diagnostics to rapidly detect people infected with the nCoV. https://t.co/SdaMNNwwsn,1225568664633647104,2020-02-06 23:55:14,Twitter for iPhone,0,15
275,"PNP Buenavista Under the direct supervision Police Captain RICO B. EMPERWA conducted distribute fliers dissemination Information regarding on Novel Corona Virus(NCOV 2019) in our AOR today February 6,2020.
#BuenavistaPoliceStation
#PhilippineNationalPolice
#PNPCHIEFARCHIEGAMBOA https://t.co/Vim6GHtJ3W",1225568656731594753,2020-02-06 23:55:12,Twitter Web App,1,0
276,@SaraCarterDC Xi must resign. The Wuhan Coronavirus is his failure. The CCP had many weeks to act and instead they tried to cover it up. You might as well call 2019-nCoV the Xi Virus https://t.co/8r7Vmn8h81,1225568648653410305,2020-02-06 23:55:10,Twitter Web App,0,3
277,"1) Dear Friends, Just felt I should share this, so you can share with your chain: Much news is circling about 2019-nCoV. I trust National Public Radio in the USA and as of now, the following are the stats, not all good:
Confirmed cases: almost 31K, Hospitalized cases: 3863,",1225568612204924928,2020-02-06 23:55:01,Twitter for iPhone,3,3
278,NCoV please stop 😭,1225568606534148100,2020-02-06 23:55:00,Twitter for iPhone,0,0
279,…extent of nCoV in China w/daily rise in numbers; high connectedness of China to rest of world; high r(0) of virus; spread of cases before containment started; cases in other countries that seem only explainable by community transmission – all suggest nCoV not containable. (3/x),1225568536745000960,2020-02-06 23:54:43,Twitter Web App,202,95
280,"China Begins Testing an Antiviral Drug in Coronavirus Patients https://t.co/XCwF9QWpHo

☣Article broke 44 mins ago.☣
#coronavirus #WuhanCoronavirus #2019_nCov #coronaviruschina #global #virus #outbreak #coronavirus #PublicSafety #factsnotfiction 

#OpSanaAnimam
#Anonymous",1225568518969663488,2020-02-06 23:54:39,Twitter Web App,0,4
281,"Press Conference for ‘Hello Dracula’ to be held without audience or media due to ncov on 2/14 2PM KST at JTBC Drama Youtube channel.

https://t.co/FLk7E8OFe9

JTBC Drama 📺 https://t.co/FGdhoTAjxx

#Seohyun #GirlsGeneration @sjhsjh0628 @GirlsGeneration #서현 #소녀시대 https://t.co/6syKf8XC3e",1225568506760105985,2020-02-06 23:54:36,Twitter for iPhone,0,62
282,"Professor Neil Ferguson on the current 2019-nCoV coronavirus outbreak. 

""Estimate of 50k new infections a day in China, doubling every 5 days ""

https://t.co/DzadynEL0l via @YouTube",1225568468566671360,2020-02-06 23:54:27,Twitter for iPhone,0,2
283,"Newly published research investigates the clinical, laboratory and imaging findings of emerging coronavirus 2019-nCoV pneumonia in humans. https://t.co/I9zViYoHGH #coronavirus #CoronavirusUpdate #CTRad https://t.co/W8PjI6aaz9",1225568467786485760,2020-02-06 23:54:27,Twitter Web App,0,31
284,[Infographics] 2019-#nCoV: Latest update https://t.co/cTZGocBVe5,1225568454733897730,2020-02-06 23:54:24,Twitter for Android,0,27
285,"Press Conference for ‘Hello Dracula’ to be held without audience or media due to ncov on 2/14 2PM KST at JTBC Drama Youtube channel.

https://t.co/FLk7E8OFe9

JTBC Drama 📺 https://t.co/FGdhoTAjxx

#Seohyun #GirlsGeneration @sjhsjh0628 @GirlsGeneration #서현 #소녀시대 https://t.co/6syKf8XC3e",1225568424526479361,2020-02-06 23:54:17,Twitter for Android,0,62
286,"Canada - Joint statement on two new cases of 2019 novel #coronavirus in British Columbia. Total Canada = 7 https://t.co/U9jc7fqreZ h/t Shiloh, Pathfinder #2019nCoV",1225568406134513664,2020-02-06 23:54:12,Twitter for iPad,0,4
287,Continued efforts are being made toward containing and ending the nCoV outbreak before it leads to widespread community transmission in countries around the world.  However what we know about this virus /epidemic suggests this goal is likely not attainable:,1225568334785269761,2020-02-06 23:53:55,Twitter for Android,0,57
288,"We have reviewed our travel advice for #China, and now advise that New Zealanders avoid non-essential travel to China due to the outbreak of novel coronavirus (2019-nCoV). Latest SafeTravel advice: https://t.co/rJlK64SQQE",1225568324148432900,2020-02-06 23:53:53,Twitter for iPhone,0,27
289,#Breaking: Doctor Li Wenliang just died after got infected with #nCoV while treating patients. The authorities that reprimanded him for unveiling the outbreak owe him an apology. https://t.co/RTFzZpUsuB https://t.co/VyCzP4HcB4,1225568313364885504,2020-02-06 23:53:50,Twitter Web App,0,8
290,@IanEsguerra #ANCEarlyEdition Cabral: Not necessary for PH foreign affairs team in Wuhan to wear hazmat suits. #nCoV #coronavirus,1225568312857387008,2020-02-06 23:53:50,TweetDeck,1,0
291,"BBC - Coronavirus kills Chinese whistleblower doctor.
How sad that both doctors working on the frontline during SARS &amp; nCoV, Carlo Urbani &amp; Li Wenliang both died after warning the world of the arrival of a novel infection. We owe them.

https://t.co/rXsOTtUAw1",1225568291105705986,2020-02-06 23:53:45,Twitter for Android,0,61
292,An example of the kind of detailed epidemiology needed to guide control measures in #ncov outbreaks https://t.co/OBP3BTnK8N,1225568271530909698,2020-02-06 23:53:40,Twitter Web App,0,114
293,There’s a spot 20 mins drive from me that the Australian govt is considering for a 2019-nCov quarantine site. Might have some Aussies stuck in Wuhan coming home 🇦🇺,1225568254921510914,2020-02-06 23:53:36,Twitter for iPhone,0,0
294,#Breaking: Doctor Li Wenliang just died after got infected with #nCoV while treating patients. The authorities that reprimanded him for unveiling the outbreak owe him an apology. https://t.co/RTFzZpUsuB https://t.co/VyCzP4HcB4,1225568241428369409,2020-02-06 23:53:33,Twitter Web App,0,8
295,"As of 23:30 February 6th (GMT) there have been 30,814 confirmed cases of 2019-nCoV #coronavirus worldwide. That is up by 3212 in the last 24 hours. https://t.co/jsqfP7MNrg",1225568202689851393,2020-02-06 23:53:24,Twitter for iPhone,0,46
296,"Currently no cases of Coronavirus have been diagnosed in N Ireland. You should not be concerned. 

The UK Chief Medical Officers have assessed that the risk to the public is moderate.

All our Hospital services continue to operate as normal

Updates Here👇
https://t.co/IGPT3m9LsH https://t.co/ShWzmTYATd",1225568198378082308,2020-02-06 23:53:23,Tweetbot for iΟS,0,64
297,"#nCov
Why is the official death rate so low in China? https://t.co/DXDsVeIFru",1225568192308924419,2020-02-06 23:53:21,Twitter for Android,3,0
298,[Infographics] 2019-#nCoV: Special guidelines for employers issued by Ministry of Human Resources https://t.co/yifds89IS2,1225568184545239042,2020-02-06 23:53:19,Twitter for iPhone,0,44
299,#Breaking: Doctor Li Wenliang just died after got infected with #nCoV while treating patients. The authorities that reprimanded him for unveiling the outbreak owe him an apology. https://t.co/RTFzZpUsuB https://t.co/VyCzP4HcB4,1225568164731289600,2020-02-06 23:53:15,Twitter Web App,0,8
300,"If you have dialect-speaking family and friends, do share these @mediacorp videos in Hokkien, Teochew, and Cantonese that communicate important information about the 2019-nCov. – LHL https://t.co/YkaDhfosL9 https://t.co/jWgyLiQ8Nq",1225568154992115713,2020-02-06 23:53:12,Twitter for iPhone,0,56
301,An up to date summary of rapid funding activity on #2019-nCoV from GloPID-R funders. More announcements and details on global research agenda to come after the WHO-GloPID-R meeting next week on Feb 11-12th in Geneva https://t.co/T60ocrGEM9,1225568131843751937,2020-02-06 23:53:07,Twitter for iPhone,0,8
302,"Corona Virus - Myths &amp; Facts. How interesting!

#corona #virus #coronavirus #ncov #2019ncov #wuhanvirus #wuhan #wuhancoronavirus #myth #myths #facts #fact #who #worldhealthorganization https://t.co/sSIBTv2Fx5",1225568114722689026,2020-02-06 23:53:03,Twitter Web App,3,2
303,Continued efforts are being made toward containing and ending the nCoV outbreak before it leads to widespread community transmission in countries around the world.  However what we know about this virus /epidemic suggests this goal is likely not attainable:,1225568094371840000,2020-02-06 23:52:58,Twitter Web App,121,57
304,"What does higher rate of cases &amp; lower number of reported deaths indicate about nCov-19?
""The virus is more easily transmissible &amp; fortunately is much less likely to cause severe disease. This probably occurs bcz so many 2019-nCoV cases involve d upper airways &amp; less so d lungs."" https://t.co/WTZIw9JvO6",1225568086192988162,2020-02-06 23:52:56,Twitter for Android,3,2
305,#Breaking: Doctor Li Wenliang just died after got infected with #nCoV while treating patients. The authorities that reprimanded him for unveiling the outbreak owe him an apology. https://t.co/RTFzZpUsuB https://t.co/VyCzP4HcB4,1225568081109450753,2020-02-06 23:52:55,Twitter Web App,0,8
306,An example of the kind of detailed epidemiology needed to guide control measures in #ncov outbreaks https://t.co/OBP3BTnK8N,1225568066525958144,2020-02-06 23:52:51,Twitter Web App,0,114
307,"Part-12   ...clear medical explanations -- nCoV corona virus out of Wuhan China, death rates, spread, suseptability, etc.
https://t.co/nDsXja5E5X",1225568030282977282,2020-02-06 23:52:43,Twitter Web App,1,0
308,"Seems like a good idea to keep up to date with the CDC info about the Novel Coronavirus
https://t.co/gTfBVPgA4R",1225568009110130693,2020-02-06 23:52:37,Twitter Web App,0,0
309,"My sister, who's a doctor, said that she knows why people are panicking more on nCOV than MERS (even if MERS was actually worse). It's social media. Everything you see being posted on social media totally magnifies whatever issue is, no matter how small or big it is.",1225568008485187584,2020-02-06 23:52:37,Twitter for iPhone,0,599
310,"The doctor sent out a message about the virus to colleagues on December 30, but was later among 8 whistleblowers summoned by police for 'rumor-mongering.' #coronavirus #nCoV  https://t.co/4pxgpXrm4T",1225568001979822080,2020-02-06 23:52:36,Twitter for Android,0,10
311,An example of the kind of detailed epidemiology needed to guide control measures in #ncov outbreaks https://t.co/OBP3BTnK8N,1225567995075923968,2020-02-06 23:52:34,Twitter for iPhone,256,114
312,"Whether your scourge is 2019-nCoV, SARS or Ebola, medics and nurses are on the front line, and often pay with their lives.
RIP Dr Li Wenliang.♥️😟 https://t.co/Fg4ifLb81y",1225567952470265856,2020-02-06 23:52:24,Twitter for Android,0,59
313,Timeline shows how Viet Nam has responded to #nCoV so far https://t.co/jGwOF0KSZh https://t.co/EnMFu2KQwc,1225567940277424128,2020-02-06 23:52:21,Twitter for iPhone,0,7
314,"Press Conference for ‘Hello Dracula’ to be held without audience or media due to ncov on 2/14 2PM KST at JTBC Drama Youtube channel.

https://t.co/FLk7E8OFe9

JTBC Drama 📺 https://t.co/FGdhoTAjxx

#Seohyun #GirlsGeneration @sjhsjh0628 @GirlsGeneration #서현 #소녀시대 https://t.co/6syKf8XC3e",1225567918420844546,2020-02-06 23:52:16,Twitter for Android,0,62
315,"THE 2019 novel coronavirus acute respiratory disease (2019-nCoV ARD) could drag the country’s gross domestic product (GDP) growth by 0.3 percent this year, Bangko Sentral ng Pilipinas (BSP) Governor Benjamin Diokno said on Thursday.

https://t.co/5KcNQwVuG8",1225567909545684992,2020-02-06 23:52:14,Twitter for Android,0,3
316,"Two more ppl have been tested positive for #nCoV, raising total infection cases in Viet Nam to 1⃣2⃣ https://t.co/YCbyBSkXdR https://t.co/JeG27AZpE1",1225567908283154438,2020-02-06 23:52:13,Twitter for iPhone,0,9
317,"Nowcasting and forecasting the potential domestic and international spread of the 2019-nCoV outbreak originating in Wuhan,China:a modelling study @TheLancet https://t.co/tqM4LAHMeS In our baseline scenario, we estimated that the basic reproductive number for 2019-nCoV was 2·68... https://t.co/pBblsX6eqv",1225567844886294533,2020-02-06 23:51:58,Twitter for iPhone,2,0
318,"Wuhan Institute Of Virology And Chinese Army Submit Patent For Gilead Anti-Ebola Drug To Fight Coronavirus

#冠状病毒
#WuhanAcuteRespiratorySyndrome
#CoronaVirus
#WuhanFlu
#nCoV

https://t.co/jwA90t0u5v",1225567841732222978,2020-02-06 23:51:58,Twitter Web App,5,6
319,"Currently no cases of Coronavirus have been diagnosed in N Ireland. You should not be concerned. 

The UK Chief Medical Officers have assessed that the risk to the public is moderate.

All our Hospital services continue to operate as normal

Updates Here👇
https://t.co/IGPT3m9LsH https://t.co/ShWzmTYATd",1225567834647998468,2020-02-06 23:51:56,Twitter for iPhone,0,64
320,"The doctor sent out a message about the virus to colleagues on December 30, but was later among 8 whistleblowers summoned by police for 'rumor-mongering.' #coronavirus #nCoV  https://t.co/4pxgpXrm4T",1225567825424764928,2020-02-06 23:51:54,Twitter for Android,0,10
